id,name,year,rating,availability
26804,Back to Hell,2002,NULL,Yes
26805,Back to Her Own,1912,NULL,Yes
26806,Back to Liberty,1927,NULL,Yes
26807,Back to Life,1913,NULL,Yes
26808,Back to Life,1925,NULL,Yes
26809,Back to Life,1997,NULL,Yes
26810,Back to Manhattan,2003,NULL,Yes
26812,Back to Misery,2000,NULL,Yes
26813,Back to Mother,1926,NULL,Yes
26814,Back to Nature,1911,NULL,Yes
26815,Back to Nature,1925,NULL,Yes
26816,Back to Nature,1928,NULL,Yes
26817,Back to Nature,1936,NULL,Yes
26818,Back to Nature,1976,NULL,Yes
26820,Back to Nature Girls,1919,NULL,Yes
26821,"Back to Nature; or, The Best Man Wins",1910,NULL,Yes
26822,Back to Neverland,1990,NULL,Yes
26823,Back to Old Virginia,1923,NULL,Yes
26824,Back to One,1997,NULL,Yes
26825,Back to One,2002,7.2,Yes
26826,Back to Our Nation,1937,NULL,Yes
26827,Back to Primitive,1913,NULL,Yes
26829,Back to Saint-Tropez,2003,NULL,Yes
26830,Back to School,1985,5.6,Yes
26831,Back to School,1986,5.9,Yes
26832,Back to School,2006,NULL,Yes
26833,Back to School Days,1915,NULL,Yes
26834,Back to School with Franklin,2003,NULL,Yes
26835,Back to Skool,1986,NULL,Yes
26836,Back to the 80's,1980,NULL,Yes
26837,Back to the Balkans,1918,NULL,Yes
26838,Back to the Beach,1987,4.7,Yes
26839,Back to the Beanstalk,1990,NULL,Yes
26840,Back to the Black Lagoon,2000,NULL,Yes
26841,Back to the Crack,2000,NULL,Yes
26842,Back to the Egg,1981,NULL,Yes
26843,Back to the Farm,1914,NULL,Yes
26844,Back to the Future,1985,8,Yes
26845,Back to the Future 3,1991,NULL,Yes
26846,Back to the Future Part II,1989,6.9,Yes
26847,Back to the Future Part III,1990,6.6,Yes
26848,Back to the Future... The Ride,1991,7.4,Yes
26849,Back to the Future: Making the Trilogy,2002,NULL,Yes
26850,Back to the Inkwell,1992,NULL,Yes
26851,Back to the Kitchen,1912,NULL,Yes
26852,Back to the Kitchen,1914,NULL,Yes
26853,Back to the Kitchen,1917,NULL,Yes
26854,Back to the Kitchen,1919,NULL,Yes
26855,Back to the Old Farm,1912,NULL,Yes
26857,Back to the Planet of the Apes,1981,NULL,Yes
26858,Back to the Primitive,1911,NULL,Yes
26859,Back to the Primitive,1915,NULL,Yes
26860,Back to the Secret Garden,2001,5.6,Yes
26861,Back to the Soil,1911,NULL,Yes
26862,Back to the Soil,1929,NULL,Yes
26863,Back to the Soil,1934,NULL,Yes
26864,Back to the Soil,1941,NULL,Yes
26865,Back to the Streets of San Francisco,1992,NULL,Yes
26866,Back to the Sun,1933,NULL,Yes
26867,Back to the USSR - takaisin ryssiin,1992,5.5,Yes
26868,Back to the Woods (1918/I),1918,NULL,Yes
26869,Back to the Woods (1918/II),1918,NULL,Yes
26870,Back to the Woods,1923,NULL,Yes
26871,Back to the Woods,1937,6.7,Yes
26872,Back to Yellow Jacket,1922,NULL,Yes
26873,Back Tracks,2003,NULL,Yes
26874,Back Trail,1948,NULL,Yes
26875,"Back Trail, The",1924,NULL,Yes
26876,"Back Up, Please",2003,8.6,Yes
26877,Back When We Were Grownups,2004,NULL,Yes
26878,"Back Window, The",1912,NULL,Yes
26879,Back Woods,2001,NULL,Yes
26880,"Back Yard Theatre, A",1914,NULL,Yes
26881,"Back-breaking Leaf, The",1959,NULL,Yes
26882,Back-Room Boy,1942,5.4,Yes
26883,Back-Up,1997,NULL,Yes
26884,Backanterna,1993,NULL,Yes
26885,Backbeat,1994,6.4,Yes
26886,Backbone,1923,NULL,Yes
26887,Backbone of the World: The Blackfeet,1997,NULL,Yes
26888,Backdoor Adventures of Hanzel and Gretal,1993,NULL,Yes
26890,"Backdoor Bandit, The",1994,NULL,Yes
26891,Backdoor Bandits,1989,NULL,Yes
26892,Backdoor Bashers,1997,NULL,Yes
26893,Backdoor Blacks,1985,NULL,Yes
26894,Backdoor Bonanza 12,1987,NULL,Yes
26895,Backdoor Bonanza 13,1989,NULL,Yes
26896,Backdoor Bonanza 14,1989,NULL,Yes
26897,Backdoor Bonanza 15,1989,NULL,Yes
26898,Backdoor Bonanza 3,1987,NULL,Yes
26899,Backdoor Bonanza 4,1987,NULL,Yes
26900,Backdoor Bonanza 5,1987,NULL,Yes
26901,Backdoor Bonanza 6,1987,NULL,Yes
26902,Backdoor Bonanza 9,1989,NULL,Yes
26903,Backdoor Boogie,1994,NULL,Yes
26905,Backdoor Brides,1986,8.5,Yes
26906,Backdoor Brides 3,1988,NULL,Yes
26910,"Backdoor Club, The",1992,NULL,Yes
26911,Backdoor Desires,1990,NULL,Yes
26912,Backdoor Girls,1983,NULL,Yes
26914,Backdoor Lust,1988,NULL,Yes
26915,Backdoor Magic,1994,NULL,Yes
26920,Backdoor Romance,1984,NULL,Yes
26921,Backdoor Smugglers,1994,NULL,Yes
26923,Backdoor Summer,1988,NULL,Yes
26924,Backdoor Summer II,1989,NULL,Yes
26925,Backdoor Therapy,1978,NULL,Yes
26926,Backdoor to Brooklyn,1992,NULL,Yes
26927,Backdoor to Buttsville,1995,NULL,Yes
26930,Backdoor to Happiness,1985,NULL,Yes
26939,Backdoor to Hollywood 14,1990,NULL,Yes
26940,Backdoor to Hollywood 2,1986,NULL,Yes
26941,Backdoor to Hollywood 3,1987,NULL,Yes
26942,Backdoor to Hollywood 4,1988,8.2,Yes
26943,Backdoor to Hollywood 5,1988,NULL,Yes
26944,Backdoor to Hollywood 6,1988,NULL,Yes
26945,Backdoor to Hollywood 6,1989,NULL,Yes
26946,Backdoor to Hollywood 7,1989,NULL,Yes
26948,Backdoor to Hollywood 9,1989,NULL,Yes
26949,Backdoor to Paradise,1990,NULL,Yes
26950,Backdoor to Paris,1985,NULL,Yes
26953,Backdoor to Sweden,1993,NULL,Yes
26954,Backdoor to Taiwan,1994,NULL,Yes
26955,Backdraft,1991,6.6,Yes
26956,Backdraft,1998,NULL,Yes
26957,Backdrop,1990,NULL,Yes
26959,Backfield in Motion,1991,NULL,Yes
26961,Backfield Play,1931,NULL,Yes
26962,Backfire,1920,NULL,Yes
26963,Backfire,1922,NULL,Yes
26964,Backfire,1923,NULL,Yes
26965,Backfire,1926,NULL,Yes
26966,Backfire,1939,NULL,Yes
26967,Backfire,1950,5.3,Yes
26968,Backfire,1961,NULL,Yes
26969,Backfire,1987,5,Yes
26971,Backfire!,1995,3.2,Yes
26972,Backfischliebe,1985,NULL,Yes
26973,Backflash,2001,NULL,Yes
26974,Backgammon,1998,NULL,Yes
26975,Backgammon,2001,5.8,Yes
26976,Background,1953,NULL,Yes
26977,"Background Beat, The",1965,NULL,Yes
26978,Background to Danger,1943,6.5,Yes
26979,Background to Federation,1958,NULL,Yes
26980,"Background, The",1973,NULL,Yes
26981,"Background, The",1995,NULL,Yes
26983,Backing in 3,1992,NULL,Yes
26985,Backing In 7,1996,NULL,Yes
26986,Backjumping,2003,NULL,Yes
26987,Backlash,1947,5.8,Yes
26988,Backlash,1956,6.2,Yes
26989,Backlash,1986,5.8,Yes
26990,Backlash,1992,NULL,Yes
26991,Backlash,1994,NULL,Yes
26992,Backlash,1998,5.5,Yes
26993,Backlot USA,1976,NULL,Yes
26994,"Backpackers 2, The",1990,NULL,Yes
26997,Backroad Diner,1999,7.2,Yes
26998,Backroad Motel,2001,NULL,Yes
27000,Backroads,1977,7.3,Yes
27001,Backroads,1995,NULL,Yes
27002,Backroads,1996,NULL,Yes
27003,Backroads,2000,6.2,Yes
27004,Backroads to Vegas,1997,5.8,Yes
27007,Backs to Nature,1933,NULL,Yes
27008,Backseat Driver,1998,NULL,Yes
27010,Backseat Driver 11,1999,NULL,Yes
27012,Backseat Driver 13,2000,NULL,Yes
27013,Backseat Driver 14,2000,NULL,Yes
27014,Backseat Driver 15,2002,NULL,Yes
27016,Backseat Driver 17,2002,NULL,Yes
27018,Backseat Driver 2: Rear-Ended,1998,NULL,Yes
27021,Backseat Driver 5: All Stars,1999,NULL,Yes
27026,Backside Story,2003,NULL,Yes
27028,Backside to the Future II,1987,NULL,Yes
27029,Backslider,1914,NULL,Yes
27030,Backsliding,1991,3.8,Yes
27031,Backstage,1927,NULL,Yes
27032,Backstage,1980,NULL,Yes
27033,Backstage (1988/I),1988,7.9,Yes
27034,Backstage (1988/II),1988,NULL,Yes
27035,Backstage,2000,4.5,Yes
27036,Backstage (2001/I),2001,NULL,Yes
27037,Backstage at 'The Sound of Music',1999,NULL,Yes
27038,Backstage at Masterpiece Theatre,1991,NULL,Yes
27039,Backstage at Parliament,1955,NULL,Yes
27040,Backstage at the Grammys 2004,2004,NULL,Yes
27041,Backstage at the Kirov,1984,NULL,Yes
27042,Backstage at the Whitehouse,1985,NULL,Yes
27045,Backstage Follies,1948,NULL,Yes
27046,Backstage Kids,1999,NULL,Yes
27047,Backstage Live,2001,NULL,Yes
27055,Backstage with Little Lorenzo,2002,NULL,Yes
27056,Backstreet Boys Homecoming: Live In Concert,1999,NULL,Yes
27057,Backstreet Boys Homecoming: Live In Orlando,1999,NULL,Yes
27058,Backstreet Boys Live,2000,NULL,Yes
27059,Backstreet Boys: All Access Video,1998,NULL,Yes
27060,Backstreet Boys: Backstreet Stories,1999,NULL,Yes
27061,Backstreet Boys: Backstreet's Back,1997,NULL,Yes
27062,Backstreet Boys: Live in New York City,1999,NULL,Yes
27063,Backstreet Boyz,1998,NULL,Yes
27064,Backstreet Dreams,1990,4.9,Yes
27065,Backstreet Justice,1994,3.9,Yes
27066,Backstreet Symphony: The Videos,1990,NULL,Yes
27067,Backstreet T.V.,1998,NULL,Yes
27068,Backstreet's Back,1997,NULL,Yes
27069,Backtime,1998,3,Yes
27070,Backtrack,1977,NULL,Yes
27071,Backtrack!,1969,5.5,Yes
27072,Backward George,1926,NULL,Yes
27073,Backward Sons and Forward Daughters,1917,NULL,Yes
27074,Backward Writing,2000,6.5,Yes
27075,Backwards Birth of a Nation,2000,NULL,Yes
27076,Backwards Box,1967,NULL,Yes
27077,"Backwards Looks, Far Corners",1999,NULL,Yes
27078,Backwards: The Riddle of Dyslexia,1984,NULL,Yes
27079,Backwaters,2004,NULL,Yes
27082,"Backway Inn 5, The",1993,NULL,Yes
27085,Backwoods,1987,4.3,Yes
27087,Backwoods America,1935,NULL,Yes
27088,Backwoods Bunny,1959,6.4,Yes
27089,"Backwoodsman's Suspicion, The",1911,NULL,Yes
27090,Backyard,1984,6.4,Yes
27091,Backyard Basketball,2001,NULL,Yes
27092,Backyard Dogs,2000,1.8,Yes
27093,Backyard Golf,1944,NULL,Yes
27094,Backyard Movie,1991,7,Yes
27095,Backyard Serenade,1931,NULL,Yes
27096,Backyard Theater,1972,NULL,Yes
27097,Backyard Wrestling: Don't Try This at Home,2003,NULL,Yes
27098,"Backyard, The (1920/I)",1920,NULL,Yes
27099,"Backyard, The",2002,8.2,Yes
27100,"Baco da seta, Il",1974,NULL,Yes
27101,Bacob Saving Bank,1990,NULL,Yes
27102,Bacon,1959,NULL,Yes
27103,Bacon Grabbers,1929,7.2,Yes
27104,Bacteriile,1970,NULL,Yes
27105,Bactries nos amies,1976,NULL,Yes
27106,Bacvar,1984,NULL,Yes
27107,Bad,1977,6.9,Yes
27108,Bad,1987,NULL,Yes
27110,Bad (K),1899,NULL,Yes
27111,Bad Actors,2000,NULL,Yes
27112,"Bad and the Beautiful, The",1952,7.6,Yes
27113,"Bad and the Beautiful, The",1967,NULL,Yes
27114,Bad Animals,2001,4.2,Yes
27115,Bad Apple,2004,NULL,Yes
27116,Bad Apples,1994,NULL,Yes
27117,Bad As I Wanna Be: The Dennis Rodman Story,1998,NULL,Yes
27120,Bad Attitude,1988,NULL,Yes
27121,Bad Attitude (1991/I),1991,NULL,Yes
27122,Bad Attitude,1992,NULL,Yes
27123,Bad Attitude,1995,NULL,Yes
27124,Bad Attitude 2,1995,NULL,Yes
27125,Bad Attitudes (1991/II),1991,NULL,Yes
27126,"Bad auf der Tenne, Das",1943,NULL,Yes
27127,"Bad auf der Tenne, Das",1956,NULL,Yes
27128,Bad Aur Badnaam,1984,NULL,Yes
27129,Bad Baby,1997,NULL,Yes
27130,Bad Baby Amy,2001,NULL,Yes
27131,Bad Baby Rose Marie,1977,NULL,Yes
27132,Bad Bad Boys,1974,NULL,Yes
27133,"Bad Bandit, The",1923,NULL,Yes
27135,Bad Bascomb,1946,6,Yes
27137,Bad Behaviour,1993,5.1,Yes
27138,Bad Bill Bunion,1945,NULL,Yes
27139,Bad Black Beulah,1975,NULL,Yes
27140,Bad Blood,1981,6,Yes
27142,Bad Blood,1992,NULL,Yes
27144,Bad Blood,1999,NULL,Yes
27145,Bad Blood,2005,NULL,Yes
27146,Bad Bosses Go to Hell,1997,4.2,Yes
27147,Bad Boy & Iceman: A Closer Look,2004,NULL,Yes
27148,Bad Boy,1925,NULL,Yes
27149,Bad Boy,1935,NULL,Yes
27150,Bad Boy,1938,NULL,Yes
27151,Bad Boy,1939,NULL,Yes
27152,Bad Boy,1949,7,Yes
27153,Bad Boy,2002,4.8,Yes
27154,Bad Boy,2004,8.2,Yes
27155,Bad Boy - Rennen am quator,2000,NULL,Yes
27156,Bad Boy and Hod Carrier,1903,NULL,Yes
27157,"Bad Boy and Poor Old Grandpa, The",1897,NULL,Yes
27158,"Bad Boy and the Gardener, The",1896,2,Yes
27159,Bad Boy Blues,1995,NULL,Yes
27160,Bad Boy Bubby,1993,7.2,Yes
27161,Bad boy dak gung,2000,5.4,Yes
27162,"Bad Boy From a Good Family, A",1929,NULL,Yes
27163,Bad Boy Made Good: The Revival of George Antheil's 1924 Ballet Mcanique,2003,NULL,Yes
27164,"Bad Boy's Joke on the Nurse, The",1901,NULL,Yes
27166,"Bad Boy, The",1917,NULL,Yes
27167,Bad Boys,1983,6.7,Yes
27168,Bad Boys,1995,6.3,Yes
27169,Bad Boys,1997,NULL,Yes
27171,Bad Boys II,2003,6.1,Yes
27172,"Bad Boys of Saturday Night Live, The",1998,NULL,Yes
27173,Bad Boys' Ball,1995,NULL,Yes
27175,Bad Breaks,1926,NULL,Yes
27176,"Bad Bride, The",1985,NULL,Yes
27177,"Bad Buck of Santa Ynez, The",1914,NULL,Yes
27178,"Bad Bunch, The",1973,4.4,Yes
27179,Bad Business,1997,NULL,Yes
27180,Bad But True,1924,NULL,Yes
27181,Bad Channels,1992,3.4,Yes
27183,Bad Chemistry,1997,3.9,Yes
27184,Bad City Blues,1999,5.1,Yes
27185,"Bad Companions, The",1932,NULL,Yes
27186,Bad Company,1925,NULL,Yes
27187,Bad Company,1931,6.1,Yes
27188,Bad Company,1972,7.2,Yes
27189,Bad Company,1978,NULL,Yes
27190,Bad Company,1980,NULL,Yes
27191,Bad Company,1986,5,Yes
27192,Bad Company,1992,NULL,Yes
27193,Bad Company,1993,NULL,Yes
27195,Bad Company (1995/I),1995,5.1,Yes
27196,Bad Company,2002,5.4,Yes
27197,Bad Conduct,1992,NULL,Yes
27198,Bad Cop. Worse Cop.,2004,NULL,Yes
27199,Bad Cops,2000,NULL,Yes
27200,Bad Dads,1996,NULL,Yes
27201,Bad Day at Black Rock,1955,7.7,Yes
27202,Bad Day at Cat Rock,1965,5.4,Yes
27203,Bad Day at the Office,1990,NULL,Yes
27204,Bad Day for a Tow,2002,NULL,Yes
27205,Bad Day On the Block,1997,5,Yes
27206,Bad Dog,2000,NULL,Yes
27207,Bad Dreams,1988,4.2,Yes
27208,Bad Dudes Vs. Dragon Ninja,1988,NULL,Yes
27209,"Bad Egg, A",1914,NULL,Yes
27210,Bad Eggs,2003,6.3,Yes
27211,Bad English,1990,NULL,Yes
27212,Bad English I: Tales of a Son of a Brit,1995,NULL,Yes
27213,Bad Faith,2000,5,Yes
27214,"Bad Father, The",2002,NULL,Yes
27215,Bad for Each Other,1953,4.8,Yes
27216,"Bad Game, A",1913,NULL,Yes
27217,"Bad Genius, The",1932,NULL,Yes
27218,Bad Georgia Road,1977,6,Yes
27219,Bad Girl,1931,6.7,Yes
27220,Bad Girl,1984,NULL,Yes
27221,Bad Girl,1992,NULL,Yes
27222,Bad Girl,2001,NULL,Yes
27223,Bad Girl Trilogy,1998,NULL,Yes
27226,Bad Girls,1990,NULL,Yes
27227,Bad Girls,1993,NULL,Yes
27228,Bad Girls,1994,4.7,Yes
27230,Bad Girls,1996,NULL,Yes
27232,Bad Girls 7: Lust Confined,1997,NULL,Yes
27234,Bad Girls Do Cry,1965,3.4,Yes
27235,Bad Girls for the Boys,1966,NULL,Yes
27236,Bad Girls from Mars,1991,3.6,Yes
27237,Bad Girls Get Punished,1994,NULL,Yes
27243,Bad Girls in the Movies,1986,NULL,Yes
27247,Bad Girls: Most Wanted,2004,NULL,Yes
27248,Bad Golf My Way,1994,NULL,Yes
27249,Bad Guy,1937,5.7,Yes
27250,"Bad Guy, The",1952,NULL,Yes
27251,Bad Guys,1986,2.4,Yes
27252,Bad Guys,2000,5.4,Yes
27253,Bad Habits,1991,NULL,Yes
27255,Bad Habits,1998,NULL,Yes
27256,Bad Habits,1999,NULL,Yes
27257,Bad Habits,2001,NULL,Yes
27258,Bad Hair Day,2001,NULL,Yes
27259,Bad Hair Day,2004,NULL,Yes
27260,Bad Hair Day: The Videos,1996,NULL,Yes
27261,Bad Hair Days,2001,NULL,Yes
27262,Bad Housekeeping,1937,NULL,Yes
27263,Bad Influence,1990,5.6,Yes
27264,Bad Influence,1991,NULL,Yes
27267,"Bad Investment, A",1912,NULL,Yes
27268,Bad Jim,1990,4,Yes
27269,Bad Karma,1991,NULL,Yes
27270,Bad Karma,2001,NULL,Yes
27271,Bad Karma,2002,4,Yes
27272,Bad Kate,1917,NULL,Yes
27273,Bad Kitty (2004/I),2004,NULL,Yes
27275,Bad Lands,1939,6.6,Yes
27276,"Bad Lands, The",1925,NULL,Yes
27277,Bad Lie,1998,NULL,Yes
27279,Bad Little Angel,1939,6.3,Yes
27280,"Bad Little Good Man, A",1917,NULL,Yes
27281,Bad Liver & a Broken Heart,1996,NULL,Yes
27282,"Bad Lord Byron, The",1949,5,Yes
27283,Bad Luck Blackie,1949,8.9,Yes
27284,Bad Luck Love,2000,6.2,Yes
27285,Bad ma ra khahad bord,1999,7.2,Yes
27287,Bad Mama Jama and the Fat Ladies of the Evening,1989,NULL,Yes
27288,Bad Mama Jama Busts Out,1989,NULL,Yes
27289,Bad Man,2004,NULL,Yes
27290,"Bad Man and Others, A",1915,NULL,Yes
27291,"Bad Man and the Preacher, The",1910,NULL,Yes
27292,Bad Man Bobbs,1915,NULL,Yes
27293,Bad Man from Bodie,1925,NULL,Yes
27294,Bad Man from Red Butte,1940,NULL,Yes
27295,Bad Man Mason,1914,NULL,Yes
27296,"Bad Man of Brimstone, The",1937,5.4,Yes
27297,"Bad Man of Cheyenne, The",1917,NULL,Yes
27298,Bad Man of Deadwood,1941,5.3,Yes
27299,"Bad Man Who Found Himself, The",1937,NULL,Yes
27300,Bad Man's Bluff,1926,NULL,Yes
27301,"Bad Man's Christmas Gift, The",1910,NULL,Yes
27302,"Bad Man's Downfall, The",1911,NULL,Yes
27303,"Bad Man's First Prayer, The",1911,NULL,Yes
27304,"Bad Man's Last Deed, The",1910,NULL,Yes
27305,Bad Man's River,1971,4.2,Yes
27306,"Bad Man, The",1907,NULL,Yes
27307,"Bad Man, The",1923,NULL,Yes
27308,"Bad Man, The",1930,NULL,Yes
27309,"Bad Man, The",1941,5.3,Yes
27310,"Bad Man, The",1947,NULL,Yes
27311,Bad Manners,1997,5.8,Yes
27312,Bad Meat,2003,5.3,Yes
27313,Bad Medicine,1985,3.8,Yes
27314,Bad Medicine,1990,NULL,Yes
27315,Bad Men of Missouri,1941,7.1,Yes
27316,Bad Men of the Border,1946,NULL,Yes
27317,Bad Men of the Hills,1942,NULL,Yes
27318,Bad Men of Thunder Gap,1943,NULL,Yes
27319,Bad Men of Tombstone,1949,6.8,Yes
27320,Bad Men's Money,1929,NULL,Yes
27321,Bad Mojo,1996,NULL,Yes
27322,Bad Money,1915,NULL,Yes
27323,Bad Money,1999,4.5,Yes
27324,Bad Moon,1996,4.2,Yes
27325,Bad Moon Rising,1995,NULL,Yes
27326,Bad Movie Police Case #1: Galaxy of the Dinosaurs,2003,NULL,Yes
27327,Bad Movie Police Case #2: Chickboxer,2003,NULL,Yes
27328,Bad News,1918,NULL,Yes
27329,Bad News,2004,NULL,Yes
27330,Bad News Bachelors,1991,NULL,Yes
27331,"Bad News Bears Go to Japan, The",1978,3.5,Yes
27332,"Bad News Bears in Breaking Training, The",1977,4.8,Yes
27333,"Bad News Bears, The",1976,6.7,Yes
27334,"Bad News Bears, The",2006,NULL,Yes
27336,Bad News Mr. Swanson,2001,NULL,Yes
27337,Bad Ol' Putty Tat,1949,7.4,Yes
27338,"Bad One, The",1930,NULL,Yes
27339,"Bad Pack, The",1998,3.9,Yes
27341,Bad Placas,2001,NULL,Yes
27342,Bad Ronald,1974,NULL,Yes
27343,Bad Rush,1924,NULL,Yes
27344,Bad Santa,2003,7.2,Yes
27345,Bad Santa: Not Your Typical Christmas Movie,2004,NULL,Yes
27346,"Bad Seed, The",1956,7.3,Yes
27347,"Bad Seed, The",1985,NULL,Yes
27348,"Bad Seed, The",2005,NULL,Yes
27349,Bad She-males,1994,NULL,Yes
27350,Bad Side of Town,1993,NULL,Yes
27351,"Bad Sister, The",1931,6.1,Yes
27352,"Bad Sister, The",1983,NULL,Yes
27353,Bad Slaves,1995,NULL,Yes
27354,"Bad Society, The",1977,NULL,Yes
27355,Bad Soup,1903,NULL,Yes
27356,"Bad Spell, A",2001,NULL,Yes
27357,"Bad Tangle, A",1912,NULL,Yes
27358,Bad Taste,1987,6.9,Yes
27359,Bad Thoughts,1997,NULL,Yes
27360,Bad Timing,1980,6.6,Yes
27362,Bad to the Bone,1996,NULL,Yes
27363,Bad to the Bone,1997,NULL,Yes
27364,Bad Trip,1988,NULL,Yes
27365,Bad Trip to Mars,1996,NULL,Yes
27366,Bad Trout,2000,NULL,Yes
27367,Bad Tlz - Naturaufnahme,1912,NULL,Yes
27368,Bad Vibes,2004,NULL,Yes
27369,"Bad voll Liebe, Ein",2002,NULL,Yes
27370,Bad Wafers,1998,NULL,Yes
27375,"Bad, the Mad and the Maddest One, The",2000,NULL,Yes
27376,Bad-e sorkh,1988,NULL,Yes
27377,Bada Aadmi,1961,NULL,Yes
27378,Bada Bhai,1957,NULL,Yes
27379,Bada Din,1998,NULL,Yes
27380,Bada Kabutar,1973,NULL,Yes
27381,Badai mentera,1996,NULL,Yes
27382,Badai pasti berlalu,1981,NULL,Yes
27383,Badai-Selatan,1962,NULL,Yes
27384,"Badajoz, una provincia en marcha",1972,NULL,Yes
27385,Badal,1951,NULL,Yes
27386,Badal,1966,NULL,Yes
27387,Badal,1984,NULL,Yes
27388,Badal,2000,3.4,Yes
27389,Badal Aur Bijli,1956,NULL,Yes
27390,Badal Paree,2001,NULL,Yes
27391,Badalo gan mogma,1980,NULL,Yes
27392,Badalte Rishte,1978,NULL,Yes
27393,Badalti Dumniya,1943,NULL,Yes
27394,Badampung,1992,NULL,Yes
27395,Badaranii,1960,8.9,Yes
27396,Badarinatha Darshanam,1985,NULL,Yes
27397,Badarna,1968,5.2,Yes
27399,"Badawia el hasnaa, El",1947,NULL,Yes
27400,"Badawia fi Paris, Al",1964,NULL,Yes
27401,Badbade,1970,NULL,Yes
27404,"Badd One, The",1987,NULL,Yes
27405,Baddegama,1980,9.2,Yes
27406,Baddesley Manor: The Phantom Gambler,1926,NULL,Yes
27407,Baddiel & Skinner Unplanned Live from London's West End,2001,NULL,Yes
27408,Badding,2000,5.9,Yes
27409,Bade Bhaiyya,1951,NULL,Yes
27410,Bade Dil Wala,1983,NULL,Yes
27411,Bade Dilwala,1999,NULL,Yes
27412,Bade Ghar Ki Bahu,1960,NULL,Yes
27413,Bade Ghar Ki Beti,1989,NULL,Yes
27414,Bade Ghulam Ali Khan Saheb,1964,NULL,Yes
27415,Bade Miyan Chote Miyan,1998,6.2,Yes
27416,Bade Sahab,1951,NULL,Yes
27417,Bade Sarkar,1957,NULL,Yes
27418,Bade sorkh,2003,NULL,Yes
27419,Badehotellet,1914,NULL,Yes
27420,Badem sekeri,1963,NULL,Yes
27421,"Bademeister - Busen, Beton, Bieralarm, Die",2001,NULL,Yes
27422,"Bademeister - Weiber, saufen, Leben retten, Die",1999,NULL,Yes
27423,Bademeister Spargel,1956,NULL,Yes
27424,Bademeister-Report,1973,NULL,Yes
27425,Baden gehen,1998,NULL,Yes
27426,Baden Sie nackt?,1965,NULL,Yes
27427,Baden-Powell Junior,1911,NULL,Yes
27428,"Badenden, Die",2003,NULL,Yes
27429,"Badessa di Castro, La",1974,6,Yes
27430,Badets dronning,1912,NULL,Yes
27431,"Badeunfall, Ein",1976,NULL,Yes
27432,Badfinger: Director's Cut,1997,NULL,Yes
27433,Badge 373,1973,5.1,Yes
27434,Badge 38,1999,NULL,Yes
27436,"Badge and the Beautiful, The",1974,NULL,Yes
27437,Badge of Betrayal,1997,NULL,Yes
27438,"Badge of Bravery, The",1930,NULL,Yes
27439,"Badge of Courage, The",1911,NULL,Yes
27440,Badge of Fear,1997,NULL,Yes
27441,Badge of Honor,1934,NULL,Yes
27442,"Badge of Honor, The",1913,NULL,Yes
27443,"Badge of Marshal Brennan, The",1957,5.1,Yes
27444,"Badge of Office, The",1914,NULL,Yes
27445,"Badge of Policeman O'Roon, The",1913,NULL,Yes
27447,"Badge, The",2002,6.3,Yes
27448,Badger,2002,7.3,Yes
27449,Badger by Owl-Light,1982,NULL,Yes
27450,Badger's Green,1934,NULL,Yes
27451,Badger's Green,1938,NULL,Yes
27452,Badger's Green,1948,NULL,Yes
27453,Badgered,1916,NULL,Yes
27459,Badhaai Ho Badhaai,2002,6,Yes
27460,Badhti Ka Naam Dadhi,1974,NULL,Yes
27461,Badhu Bharan,1967,NULL,Yes
27462,Badi,1983,2.6,Yes
27463,Badi Baat,1944,NULL,Yes
27464,Badi Bahen,1937,NULL,Yes
27465,Badi Bahen,1949,NULL,Yes
27466,Badi Bahen,1950,NULL,Yes
27467,Badi Bahen,1993,NULL,Yes
27468,Badi Bahu,1951,NULL,Yes
27469,Badi blagoslovena,1978,NULL,Yes
27470,Badi Didi,1939,NULL,Yes
27471,Badi Didi,1969,NULL,Yes
27472,Badi Maa,1945,NULL,Yes
27473,Badi Maa,1974,NULL,Yes
27474,Badi Panthulu,1958,NULL,Yes
27475,Badi Panthulu,1972,NULL,Yes
27476,"Badi shtastliva, Ani!",1961,NULL,Yes
27477,Badinage,1900,NULL,Yes
27478,Badis,1990,NULL,Yes
27479,Badjao,1957,NULL,Yes
27480,Badjvlar,1971,NULL,Yes
27481,Badkonake sefid,1995,7.4,Yes
27482,Badla,1943,NULL,Yes
27483,Badla,1974,NULL,Yes
27484,Badla,1977,NULL,Yes
27485,"Badlanders, The",1958,6.5,Yes
27486,Badlands,1973,7.7,Yes
27488,Badlands,1994,NULL,Yes
27489,Badlands 2,1994,NULL,Yes
27490,Badlands of Dakota,1941,6.6,Yes
27491,Badlands of Montana,1957,4.3,Yes
27492,Badle Ki Aag,1982,NULL,Yes
27493,Badlif vid Mlle,1911,NULL,Yes
27494,Badlis sa kinabuhi,1969,NULL,Yes
27495,Badly Broke,1926,NULL,Yes
27496,Badly Funded Think Tank,2001,NULL,Yes
27497,Badmaash,1998,NULL,Yes
27498,Badman's Country,1958,5.6,Yes
27499,Badman's Gold,1951,NULL,Yes
27500,Badman's Territory,1946,6.2,Yes
27501,Badmash,1931,NULL,Yes
27502,Badmash Ka Beta,1933,NULL,Yes
27503,Badmash Thug,1991,NULL,Yes
27504,Badminton,1945,NULL,Yes
27505,Badnaam,1990,NULL,Yes
27506,Badnam,1952,NULL,Yes
